node_id,title,difficulty,topics,degree,acceptance
1655,Design an Ordered Stream,Easy,"Array, Design",6,0.821
1656,Determine if Two Strings Are Close,Medium,Greedy,5,0.5529999999999999
1657,Minimum Operations to Reduce X to Zero,Medium,"Two Pointers, Binary Search, Greedy, Sliding Window",14,0.33299999999999996
1658,Maximize Grid Happiness,Hard,"Dynamic Programming, Backtracking",4,0.35600000000000004
1659,Correct a Binary Tree,Medium,Tree,4,0.764
1660,Average Time of Process per Machine,Easy,,1,0.794
1661,Check If Two String Arrays are Equivalent,Easy,String,2,0.826
1662,Smallest String With A Given Numeric Value,Medium,Greedy,2,0.644
1663,Ways to Make a Fair Array,Medium,"Dynamic Programming, Greedy",4,0.622
1664,Minimum Initial Energy to Finish Tasks,Hard,Greedy,2,0.6509999999999999
1665,Change the Root of a Binary Tree,Medium,"Tree, Depth-first Search",5,0.685
1666,Fix Names in a Table,Easy,,1,0.63
1667,Maximum Repeating Substring,Easy,String,5,0.387
1668,Merge In Between Linked Lists,Medium,Linked List,2,0.757
1669,Design Front Middle Back Queue,Medium,"Linked List, Design, Dequeue",12,0.541
1670,Minimum Number of Removals to Make Mountain Array,Hard,Dynamic Programming,9,0.45399999999999996
1671,Richest Customer Wealth,Easy,Array,4,0.882
1672,Find the Most Competitive Subsequence,Medium,"Stack, Heap, Greedy, Queue",11,0.455
1673,Minimum Moves to Make Array Complementary,Medium,Greedy,2,0.348
1674,Minimize Deviation in Array,Hard,"Heap, Ordered Map",4,0.48200000000000004
1675,Lowest Common Ancestor of a Binary Tree IV,Medium,"Tree, Depth-first Search",11,0.7929999999999999
1676,Product's Worth Over Invoices,Easy,,1,0.731
1677,Goal Parser Interpretation,Easy,,1,0.853
1678,Max Number of K-Sum Pairs,Medium,Hash Table,4,0.539
1679,Concatenation of Consecutive Binary Numbers,Medium,Math,2,0.523
1680,Minimum Incompatibility,Hard,"Backtracking, Greedy",6,0.358
1681,Longest Palindromic Subsequence II,Medium,"String, Dynamic Programming",7,0.515
1682,Invalid Tweets,Easy,,1,0.9079999999999999
1683,Count the Number of Consistent Strings,Easy,String,4,0.8190000000000001
1684,Sum of Absolute Differences in a Sorted Array,Medium,,1,0.63
1685,Stone Game VI,Medium,Greedy,8,0.501
1686,Delivering Boxes from Storage to Ports,Hard,"Two Pointers, Dynamic Programming, Segment Tree, Dequeue",11,0.354
1687,Count of Matches in Tournament,Easy,,1,0.815
1688,Partitioning Into Minimum Number Of Deci-Binary Numbers,Medium,Greedy,4,0.871
1689,Stone Game VII,Medium,Dynamic Programming,9,0.49
1690,Maximum Height by Stacking Cuboids,Hard,"Dynamic Programming, Sort",4,0.502
1691,Count Ways to Distribute Candies,Hard,Dynamic Programming,2,0.616
1692,Daily Leads and Partners,Easy,,1,0.907
1693,Reformat Phone Number,Easy,String,4,0.654
1694,Maximum Erasure Value,Medium,Two Pointers,5,0.494
1695,Jump Game VI,Medium,Dequeue,3,0.518
1696,Checking Existence of Edge Length Limited Paths,Hard,"Sort, Union Find",7,0.542
1697,Number of Distinct Substrings in a String,Medium,"String, Trie, Rolling Hash, Suffix Array",9,0.608
1698,Number of Calls Between Two Persons,Medium,,1,0.865
1699,Number of Students Unable to Eat Lunch,Easy,Array,2,0.6779999999999999
1700,Average Waiting Time,Medium,Array,2,0.613
1701,Maximum Binary String After Change,Medium,Greedy,2,0.595
1702,Minimum Adjacent Swaps for K Consecutive Ones,Hard,Stack,3,0.401
1703,Determine if String Halves Are Alike,Easy,,1,0.789
1704,Maximum Number of Eaten Apples,Medium,"Heap, Greedy",6,0.418
1705,Where Will the Ball Fall,Medium,Dynamic Programming,2,0.604
1706,Maximum XOR With an Element From Array,Hard,"Bit Manipulation, Trie",7,0.46399999999999997
1707,Largest Subarray Length K,Easy,"Array, Greedy",8,0.629
1708,Biggest Window Between Visits,Medium,,1,0.828
1709,Maximum Units on a Truck,Easy,"Greedy, Sort",6,0.6990000000000001
1710,Count Good Meals,Medium,"Array, Hash Table, Two Pointers",6,0.262
1711,Ways to Split Array Into Three Subarrays,Medium,"Two Pointers, Binary Search",6,0.293
1712,Minimum Operations to Make a Subsequence,Hard,Greedy,2,0.456
1713,Sum Of Special Evenly-Spaced Elements In Array,Hard,,1,0.48700000000000004
1714,Count Apples and Oranges,Medium,,1,0.795
1715,Calculate Money in Leetcode Bank,Easy,"Math, Greedy",4,0.654
1716,Maximum Score From Removing Substrings,Medium,Greedy,4,0.408
1717,Construct the Lexicographically Largest Valid Sequence,Medium,"Backtracking, Recursion",4,0.46299999999999997
1718,Number Of Ways To Reconstruct A Tree,Hard,"Tree, Graph",4,0.395
1719,Decode XORed Array,Easy,,1,0.851
1720,Swapping Nodes in a Linked List,Medium,Linked List,6,0.6759999999999999
1721,Minimize Hamming Distance After Swap Operations,Medium,"Greedy, Depth-first Search, Union Find",9,0.541
1722,Find Minimum Time to Finish All Jobs,Hard,"Backtracking, Recursion",6,0.43700000000000006
1723,Checking Existence of Edge Length Limited Paths II,Hard,"Dynamic Programming, Union Find, Graph",8,0.58
1724,Number Of Rectangles That Can Form The Largest Square,Easy,Greedy,2,0.78
1725,Tuple with Same Product,Medium,"Array, Hash Table",6,0.5670000000000001
1726,Largest Submatrix With Rearrangements,Medium,"Greedy, Sort",7,0.588
1727,Cat and Mouse II,Hard,Dynamic Programming,6,0.41
1728,Find Followers Count,Easy,,1,0.7120000000000001
1729,Shortest Path to Get Food,Medium,"Depth-first Search, Breadth-first Search, Graph",7,0.564
1730,The Number of Employees Which Report to Each Employee,Easy,,1,0.494
1731,Find the Highest Altitude,Easy,,1,0.799
1732,Minimum Number of People to Teach,Medium,"Array, Greedy",6,0.376
1733,Decode XORed Permutation,Medium,Bit Manipulation,2,0.54
1734,Count Ways to Make Array With Product,Hard,Math,2,0.479
1735,Latest Time by Replacing Hidden Digits,Easy,"String, Greedy",4,0.413
1736,Change Minimum Characters to Satisfy One of Three Conditions,Medium,"String, Greedy",6,0.299
1737,Find Kth Largest XOR Coordinate Value,Medium,Array,4,0.624
1738,Building Boxes,Hard,"Math, Binary Search",6,0.496
1739,Find Distance in a Binary Tree,Medium,"Tree, Depth-first Search, Breadth-first Search",6,0.68
1740,Find Total Time Spent by Each Employee,Easy,,1,0.912
1741,Maximum Number of Balls in a Box,Easy,Array,2,0.738
1742,Restore the Array From Adjacent Pairs,Medium,Greedy,2,0.631
1743,Can You Eat Your Favorite Candy on Your Favorite Day?,Medium,Math,4,0.305
1744,Palindrome Partitioning IV,Hard,"String, Dynamic Programming",9,0.495
1745,Maximum Subarray Sum After One Operation,Medium,Dynamic Programming,3,0.621
1746,Leetflex Banned Accounts,Medium,,1,0.688
1747,Sum of Unique Elements,Easy,"Array, Hash Table",8,0.75
1748,Maximum Absolute Sum of Any Subarray,Medium,,1,0.524
1749,Minimum Length of String After Deleting Similar Ends,Medium,Two Pointers,2,0.424
1750,Maximum Number of Events That Can Be Attended II,Hard,"Binary Search, Dynamic Programming",5,0.48100000000000004
1751,Check if Array Is Sorted and Rotated,Easy,Array,2,0.613
1752,Maximum Score From Removing Stones,Medium,"Math, Heap",4,0.616
1753,Largest Merge Of Two Strings,Medium,"Greedy, Suffix Array",4,0.40700000000000003
1754,Closest Subsequence Sum,Hard,"Divide and Conquer, Meet in the Middle",2,0.35700000000000004
1755,Design Most Recently Used Queue,Medium,"Array, Design, Dequeue",11,0.779
1756,Recyclable and Low Fat Products,Easy,,1,0.956
1757,Minimum Changes To Make Alternating Binary String,Easy,"Array, Greedy",6,0.583
1758,Count Number of Homogenous Substrings,Medium,"String, Greedy",5,0.425
1759,Minimum Limit of Balls in a Bag,Medium,"Binary Search, Heap",4,0.527
1760,Minimum Degree of a Connected Trio in a Graph,Hard,Graph,2,0.375
1761,Buildings With an Ocean View,Medium,Greedy,4,0.807
1762,Longest Nice Substring,Easy,String,2,0.615
1763,Form Array by Concatenating Subarrays of Another Array,Medium,"Array, Greedy",6,0.547
1764,Map of Highest Peak,Medium,"Breadth-first Search, Graph",4,0.552
1765,Tree of Coprimes,Hard,"Math, Tree, Depth-first Search, Breadth-first Search",13,0.36700000000000005
1766,Find the Subtasks That Did Not Execute,Hard,,1,0.877
1767,Merge Strings Alternately,Easy,String,5,0.758
1768,Minimum Number of Operations to Move All Balls to Each Box,Medium,"Array, Greedy",7,0.87
1769,Maximum Score from Performing Multiplication Operations,Medium,Dynamic Programming,3,0.295
1770,Maximize Palindrome Length From Subsequences,Hard,Dynamic Programming,3,0.341
1771,Sort Features by Popularity,Medium,"Hash Table, Sort",6,0.649
1772,Count Items Matching a Rule,Easy,"Array, String",6,0.852
1773,Closest Dessert Cost,Medium,Greedy,4,0.583
1774,Equal Sum Arrays With Minimum Number of Operations,Medium,Greedy,3,0.506
1775,Car Fleet II,Hard,Math,3,0.465
1776,Product's Price for Each Store,Easy,,1,0.8690000000000001
1777,Shortest Path in a Hidden Grid,Medium,"Depth-first Search, Breadth-first Search, Graph",9,0.462
1778,Find Nearest Point That Has the Same X or Y Coordinate,Easy,Array,5,0.675
1779,Check if Number is a Sum of Powers of Three,Medium,"Math, Backtracking, Recursion",9,0.634
1780,Sum of Beauty of All Substrings,Medium,"Hash Table, String",4,0.578
1781,Count Pairs Of Nodes,Hard,Graph,2,0.324
1782,Grand Slam Titles,Medium,,1,0.914
1783,Check if Binary String Has at Most One Segment of Ones,Easy,Greedy,4,0.41600000000000004
1784,Minimum Elements to Add to Form a Given Sum,Medium,Greedy,2,0.39299999999999996
1785,Number of Restricted Paths From First to Last Node,Medium,"Dynamic Programming, Graph",8,0.358
1786,Make the XOR of All Segments Equal to Zero,Hard,Dynamic Programming,4,0.366
1787,Maximize the Beauty of the Garden,Hard,Greedy,1,0.6990000000000001
1788,Primary Department for Each Employee,Easy,,1,0.7809999999999999
1789,Check if One String Swap Can Make Strings Equal,Easy,String,3,0.608
1790,Find Center of Star Graph,Medium,Graph,2,0.848
1791,Maximum Average Pass Ratio,Medium,Heap,4,0.563
1792,Maximum Score of a Good Subarray,Hard,Greedy,3,0.462
1793,Count Pairs of Equal Substrings With Minimum Difference,Medium,"String, Greedy",4,0.682
1794,Rearrange Products Table,Easy,,1,0.9059999999999999
1795,Second Largest Digit in a String,Easy,String,2,0.48100000000000004
1796,Design Authentication Manager,Medium,"Hash Table, Design",6,0.48100000000000004
1797,Maximum Number of Consecutive Values You Can Make,Medium,Greedy,3,0.439
1798,Maximize Score After N Operations,Hard,"Dynamic Programming, Backtracking, Recursion",6,0.504
1799,Maximum Ascending Subarray Sum,Easy,Two Pointers,4,0.657
1800,Number of Orders in the Backlog,Medium,"Heap, Greedy",6,0.436
1801,Maximum Value at a Given Index in a Bounded Array,Medium,"Binary Search, Greedy",8,0.27699999999999997
1802,Count Pairs With XOR in a Range,Hard,Trie,4,0.431
1803,Implement Trie II (Prefix Tree),Medium,,1,0.602
1804,Number of Different Integers in a String,Easy,,1,0.505
1805,Minimum Number of Operations to Reinitialize a Permutation,Medium,"Array, Greedy",8,0.703
1806,Evaluate the Bracket Pairs of a String,Medium,"Hash Table, String",6,0.675
1807,Maximize Number of Nice Divisors,Hard,Math,3,0.273
1808,Ad-Free Sessions,Easy,,1,0.715
1809,Minimum Path Cost in a Hidden Grid,Medium,"Heap, Depth-first Search, Graph",14,0.593
1810,Find Interview Candidates,Medium,,1,0.732
1811,Determine Color of a Chessboard Square,Easy,String,4,0.784
1812,Sentence Similarity III,Medium,String,2,0.37
1813,Count Nice Pairs in an Array,Medium,"Array, Hash Table",4,0.36700000000000005
1814,Maximum Number of Groups Getting Fresh Donuts,Hard,Dynamic Programming,4,0.35700000000000004
1815,Truncate Sentence,Easy,String,2,0.789
1816,Finding the Users Active Minutes,Medium,Hash Table,2,0.789
1817,Minimum Absolute Sum Difference,Medium,"Binary Search, Greedy",4,0.40399999999999997
1818,Number of Different Subsequences GCDs,Hard,Math,2,0.292
1819,Maximum Number of Accepted Invitations,Medium,Graph,2,0.514
1820,Find Customers With Positive Revenue this Year,Easy,,1,0.889
1821,Sign of the Product of an Array,Easy,Math,2,0.6779999999999999
1822,Find the Winner of the Circular Game,Medium,Array,2,0.718
1823,Minimum Sideway Jumps,Medium,"Dynamic Programming, Breadth-first Search",7,0.47200000000000003
1824,Finding MK Average,Hard,"Heap, Design, Queue",10,0.281
